rank,char_trad,char_simp,count
2769,妓,,4945
2770,懦,,4934
2771,蝙,,4929
2772,轄,辖,4921
2773,蛛,,4913
2774,鵬,鹏,4906
2775,睫,,4904
2776,鉤,钩,4894
2777,頑,顽,4894
2778,滄,沧,4893
2779,溪,,4893
2780,峽,峡,4888
2781,緬,缅,4888
2782,燻,熏,4878
2783,烹,,4854
2784,慚,惭,4853
2785,狸,,4852
2786,帆,,4831
2787,帘,,4822
2788,嫂,,4822
2789,簾,帘,4822
2790,勛,勋,4812
2791,髓,,4808
2792,譴,谴,4796
2793,懇,恳,4794
2794,梵,,4788
2795,翠,,4776
2796,拙,,4771
2797,鞠,,4766
2798,囂,嚣,4760
2799,塘,,4748
2800,棵,,4734
2801,譚,谭,4730
2802,祈,,4728
2803,訕,讪,4721
2804,榴,,4720
2805,翰,,4711
2806,嘖,啧,4708
2807,墳,坟,4701
2808,棚,,4694
2809,瞪,,4692
2810,氨,,4690
2811,碟,,4678
2812,癱,瘫,4659
2813,咕,,4657
2814,蝠,,4650
2815,擱,搁,4635
2816,嗷,,4626
2817,乓,,4609
2818,紳,绅,4608
2819,僚,,4605
2820,撓,挠,4604
2821,鶴,鹤,4593
2822,笛,,4573
2823,叮,,4562
2824,銜,衔,4543
2825,蝴,,4539
2826,乍,,4531
2827,謬,谬,4531
2828,卿,,4522
2829,糞,粪,4515
2830,饒,饶,4505
2831,喇,,4503
2832,枉,,4498
2833,哨,,4497
2834,頌,颂,4490
2835,倦,,4483
2836,閥,阀,4480
2837,弈,,4477
2838,魄,,4474
2839,溺,,4465
2840,巢,,4460
2841,毋,,4456
2842,斧,,4443
2843,匈,,4439
2844,酥,,4439
2845,吶,呐,4434
2846,翁,,4424
2847,賜,赐,4400
2848,睹,,4386
2849,檸,柠,4386
2850,溯,,4381
2851,繹,绎,4365
2852,霆,,4362
2853,怡,,4340
2854,杏,,4325
2855,雌,,4317
2856,咯,,4311
2857,囉,啰,4308
2858,蘑,,4294
2859,撰,,4280
2860,窺,窥,4280
2861,蠅,蝇,4274
2862,棗,枣,4269
2863,暮,,4264
2864,垮,,4257
2865,崎,,4247
2866,磊,,4247
2867,悽,凄,4228
2868,淒,凄,4228
2869,馨,,4224
2870,琪,,4185
2871,竭,,4182
2872,蜘,,4180
2873,犀,,4179
2874,漱,,4177
2875,兢,,4170
2876,疤,,4169
2877,蘊,蕴,4159
2878,兆,,4149
2879,渦,涡,4146
2880,揪,,4138
2881,癖,,4134
2882,岡,冈,4128
2883,倚,,4118
2884,惟,,4115
2885,剔,,4101
2886,肛,,4099
2887,摯,挚,4099
2888,袍,,4090
2889,汕,,4073
2890,熄,,4052
2891,芽,,4040
2892,飼,饲,4038
2893,甸,,4037
2894,珊,,4014
2895,伺,,4007
2896,壤,,3989
2897,擰,拧,3981
2898,僻,,3974
2899,剷,铲,3962
2900,鏟,铲,3962
2901,鈔,钞,3959
2902,囑,嘱,3952
2903,嗦,,3948
2904,殷,,3947
2905,渺,,3940
2906,炭,,3939
2907,繡,绣,3919
2908,哺,,3911
2909,侍,,3909
2910,醇,,3908
2911,瓊,琼,3900
2912,昔,,3895
2913,斂,敛,3886
2914,竇,窦,3879
2915,禿,秃,3878
2916,婷,,3868
2917,幀,帧,3867
2918,蕉,,3864
2919,仆,,3854
2920,僕,仆,3854
2921,隙,,3845
2922,軀,躯,3843
2923,棧,栈,3833
2924,穌,稣,3827
2925,侖,仑,3819
2926,崙,仑,3819
2927,謎,谜,3819
2928,掠,,3816
2929,崖,,3807
2930,凹,,3804
2931,沐,,3802
2932,泣,,3789
2933,倘,,3789
2934,喲,哟,3788
2935,詮,诠,3779
2936,戾,,3771
2937,鋁,铝,3766
2938,琅,,3765
2939,逮,,3753
2940,囚,,3742
2941,訟,讼,3742
2942,硫,,3736
2943,萎,,3735
2944,矢,,3732
2945,贖,赎,3730
2946,郡,,3720
2947,煞,,3691
2948,秉,,3678
2949,柄,,3675
2950,轎,轿,3674
2951,餡,馅,3672
2952,嘰,叽,3667
2953,惰,,3655
2954,蔑,,3649
2955,斃,毙,3640
2956,鹼,碱,3632
2957,弧,,3630
2958,嘔,呕,3625
2959,毆,殴,3623
2960,悍,,3621
2961,誅,诛,3620
2962,丙,,3613
2963,迭,,3613
2964,絮,,3612
2965,肋,,3610
2966,棕,,3607
2967,弘,,3605
2968,竅,窍,3604
2969,攏,拢,3599
2970,訣,诀,3589
2971,豁,,3589
2972,抒,,3580
2973,燭,烛,3568
2974,檬,,3558
2975,逍,,3554
2976,靴,,3553
2977,摟,搂,3552
2978,剁,,3543
2979,淇,,3542
2980,奠,,3527
2981,丐,,3518
2982,絞,绞,3518
2983,鞏,巩,3513
2984,菠,,3510
2985,栽,,3503
2986,蠍,蝎,3500
2987,汝,,3498
2988,亨,,3487
2989,茂,,3487
2990,敞,,3484
2991,吁,,3478
2992,籲,吁,3478
2993,攬,揽,3476
2994,嚕,噜,3468
2995,涕,,3464
2996,瘡,疮,3463
2997,嘎,,3460
2998,拇,,3452
2999,睿,,3452
3000,鮑,鲍,3449
3001,麟,,3448
3002,襄,,3441
3003,喧,,3434
3004,唾,,3432
3005,刁,,3431
3006,俘,,3430
3007,羈,羁,3430
3008,臆,,3421
3009,葫,,3407
3010,頹,颓,3401
3011,懈,,3397
3012,鏽,锈,3397
3013,禽,,3396
3014,瀾,澜,3391
3015,鯨,鲸,3386
3016,稜,棱,3372
3017,柿,,3369
3018,桐,,3348
3019,菱,,3338
3020,彪,,3331
3021,卹,恤,3326
3022,恤,,3326
3023,焰,,3324
3024,鈕,钮,3318
3025,踹,,3300
3026,鈣,钙,3299
3027,毯,,3292
3028,匱,匮,3290
3029,嗅,,3283
3030,褒,,3282
3031,綽,绰,3271
3032,祁,,3267
3033,瞳,,3265
3034,椰,,3258
3035,縛,缚,3255
3036,魁,,3252
3037,橄,,3251
3038,諱,讳,3249
3039,狄,,3248
3040,怯,,3231
3041,糯,,3226
3042,絆,绊,3219
3043,齋,斋,3219
3044,梭,,3212
3045,狙,,3211
3046,楷,,3205
3047,淳,,3204
3048,輒,辄,3204
3049,憧,,3203
3050,瑩,莹,3203
3051,噱,,3203
3052,迦,,3200
3053,拷,,3195
3054,肘,,3183
3055,厥,,3180
3056,晦,,3179
3057,坤,,3178
3058,佑,,3177
3059,靡,,3175
3060,儉,俭,3163
3061,朕,,3160
3062,徘,,3152
3063,屯,,3149
3064,鴿,鸽,3149
3065,淑,,3143
3066,欖,榄,3128
3067,樁,桩,3125
3068,靶,,3115
3069,詛,诅,3087
3070,刨,,3084
3071,唬,,3083
3072,滔,,3083
3073,孰,,3078
3074,旬,,3077
3075,嵩,,3076
3076,醃,腌,3070
3077,隋,,3059
3078,唉,,3057
3079,漓,,3053
3080,馭,驭,3041
3081,錐,锥,3037
3082,焚,,3034
3083,樞,枢,3033
3084,稽,,3032
3085,蹄,,3032
3086,熔,,3022
3087,蟑,,3019
3088,盔,,3014
3089,廝,厮,3013
3090,暇,,3008
3091,曠,旷,3002
3092,抨,,3000
3093,骼,,2998
3094,壘,垒,2991
3095,諜,谍,2981
3096,叼,,2979
3097,淆,,2975
3098,疇,畴,2965
3099,閩,闽,2952
3100,螂,,2944
3101,釵,钗,2937
3102,腮,,2931
3103,渤,,2916
3104,楓,枫,2916
3105,嬸,婶,2914
3106,哩,,2908
3107,紡,纺,2907
3108,喀,,2904
3109,卒,,2901
3110,豚,,2897
3111,鋸,锯,2893
3112,櫥,橱,2892
3113,緯,纬,2879
3114,孜,,2863
3115,嗜,,2862
3116,墅,,2862
3117,蝸,蜗,2856
3118,瑤,瑶,2847
3119,邱,,2844
3120,雯,,2844
3121,趾,,2843
3122,彬,,2833
3123,莞,,2828
3124,棺,,2826
3125,禱,祷,2823
3126,竿,,2819
3127,鑄,铸,2817
3128,咚,,2813
3129,磅,,2810
3130,虔,,2809
3131,楠,,2807
3132,朽,,2789
3133,蟬,蝉,2787
3134,焊,,2781
3135,狡,,2780
3136,隧,,2778
3137,嘯,啸,2776
3138,彰,,2775
3139,灸,,2774
3140,飪,饪,2758
3141,詬,诟,2757
3142,拱,,2743
3143,摹,,2741
3144,繃,绷,2738
3145,吱,,2732
3146,螃,,2731
3147,駿,骏,2724
3148,疚,,2710
3149,隘,,2707
3150,仕,,2702
3151,馴,驯,2700
3152,甫,,2699
3153,迄,,2692
3154,眨,,2691
3155,妾,,2687
3156,賃,赁,2684
3157,灼,,2681
3158,畝,亩,2674
3159,藩,,2660
3160,詆,诋,2656
3161,悖,,2645
3162,癲,癫,2643
3163,凜,凛,2636
3164,輾,辗,2636
3165,莖,茎,2628
3166,詠,咏,2627
3167,濁,浊,2625
3168,褪,,2613
3169,圭,,2598
3170,嬉,,2596
3171,蠶,蚕,2595
3172,惺,,2586
3173,蔓,,2584
3174,雛,雏,2576
3175,雍,,2574
3176,韜,韬,2574
3177,樊,,2571
3178,骯,肮,2567
3179,訛,讹,2559
3180,嗑,,2554
3181,褻,亵,2554
3182,逾,,2552
3183,憊,惫,2551
3184,杖,,2550
3185,嚎,,2548
3186,鑿,凿,2547
3187,埔,,2538
3188,疙,,2536
3189,琊,,2536
3190,竄,窜,2531
3191,雁,,2507
3192,蘸,,2507
3193,叭,,2504
3194,蝕,蚀,2501
3195,痞,,2495
3196,韭,,2494
3197,廓,,2494
3198,俏,,2493
3199,懾,慑,2492
3200,扳,,2486
3201,宛,,2480
3202,璽,玺,2478
3203,尹,,2477
3204,鯊,鲨,2476
3205,箏,筝,2471
3206,蹬,,2469
3207,澎,,2468
3208,哮,,2466
3209,撮,,2462
3210,篡,,2456
3211,辮,辫,2456
3212,株,,2450
3213,旭,,2448
3214,灶,,2448
3215,厄,,2446
3216,倪,,2441
3217,潭,,2441
3218,葷,荤,2440
3219,僥,侥,2440
3220,扼,,2438
3221,聳,耸,2432
3222,詫,诧,2431
3223,棲,栖,2425
3224,踝,,2423
3225,朦,,2419
3226,霓,,2416
3227,瞻,,2413
3228,覓,觅,2412
3229,綴,缀,2408
3230,倩,,2402
3231,焙,,2399
3232,貂,,2398
3233,縷,缕,2397
3234,駱,骆,2388
3235,吝,,2378
3236,秤,,2376
3237,莽,,2375
3238,憚,惮,2375
3239,煥,焕,2372
3240,羯,,2362
3241,棠,,2361
3242,沛,,2360
3243,惕,,2355
3244,栓,,2344
3245,翩,,2342
3246,匡,,2341
3247,憎,,2334
3248,窒,,2326
3249,巍,,2326
3250,葵,,2321
3251,嗤,,2318
3252,燜,焖,2316
3253,沮,,2315
3254,呻,,2309
3255,洶,汹,2297
3256,晝,昼,2296
3257,妍,,2293
3258,哉,,2285
3259,藻,,2282
3260,眷,,2277
3261,誡,诫,2273
3262,氯,,2265
3263,躬,,2264
3264,芥,,2262
3265,悚,,2261
3266,惋,,2259
3267,坪,,2256
3268,頰,颊,2256
3269,倔,,2255
3270,聶,聂,2254
3271,岔,,2253
3272,壩,坝,2248
3273,穢,秽,2245
3274,擲,掷,2238
3275,庇,,2236
3276,萍,,2231
3277,麒,,2224
3278,庚,,2218
3279,賄,贿,2217
3280,冗,,2208
3281,荔,,2207
3282,氮,,2203
3283,嫣,,2201
3284,輟,辍,2198
3285,矜,,2197
3286,憬,,2192
3287,囤,,2191
3288,屜,屉,2191
3289,磯,矶,2191
3290,聾,聋,2191
3291,痰,,2186
3292,慷,,2186
3293,惚,,2184
3294,儂,侬,2175
3295,酌,,2172
3296,勘,,2167
3297,娼,,2153
3298,綻,绽,2152
3299,啼,,2149
3300,閻,阎,2148
3301,胚,,2143
3302,鍍,镀,2143
3303,軾,轼,2140
3304,僑,侨,2138
3305,挾,挟,2134
3306,盞,盏,2133
3307,噢,,2128
3308,砌,,2122
3309,殲,歼,2122
3310,俞,,2121
3311,鈉,钠,2119
3312,翡,,2113
3313,抉,,2112
3314,篷,,2106
3315,阪,,2105
3316,孽,,2103
3317,鱉,鳖,2101
3318,喱,,2099
3319,瀝,沥,2092
3320,胰,,2088
3321,冕,,2085
3322,鱗,鳞,2081
3323,牟,,2080
3324,硝,,2078
3325,棘,,2073
3326,牡,,2067
3327,拂,,2061
3328,瀕,濒,2058
3329,朧,胧,2056
3330,窟,,2055
3331,沌,,2054
3332,吭,,2050
3333,疹,,2050
3334,冶,,2046
3335,焉,,2043
3336,嗽,,2039
3337,旱,,2038
3338,嗡,,2036
3339,紊,,2035
3340,芹,,2032
3341,顱,颅,2030
3342,廬,庐,2023
3343,闌,阑,2022
3344,咆,,2012
3345,閘,闸,2008
3346,祿,禄,2006
3347,怠,,2004
3348,蒲,,2003
3349,呃,,1993
3350,朔,,1991
3351,鯉,鲤,1990
3352,璋,,1988
3353,楞,,1983
3354,濺,溅,1983
3355,黯,,1981
3356,眶,,1976
3357,烙,,1975
3358,虞,,1973
3359,嶼,屿,1973
3360,豌,,1969
3361,彤,,1963
3362,寇,,1963
3363,惦,,1963
3364,襠,裆,1947
3365,釁,衅,1946
3366,洽,,1940
3367,鈍,钝,1936
3368,憫,悯,1936
3369,嘶,,1932
3370,琉,,1930
3371,臍,脐,1924
3372,蛾,,1922
3373,締,缔,1919
3374,酪,,1917
3375,綢,绸,1917
3376,斐,,1910
3377,痔,,1906
3378,澈,,1903
3379,唔,,1901
3380,禧,,1896
3381,亥,,1891
3382,丞,,1890
3383,砰,,1890
3384,嗆,呛,1890
3385,篤,笃,1887
3386,粽,,1886
3387,攘,,1884
3388,咀,,1882
3389,涮,,1882
3390,噗,,1876
3391,肇,,1868
3392,齦,龈,1866
3393,坷,,1864
3394,婪,,1857
3395,痊,,1856
3396,斟,,1851
3397,穗,,1847
3398,悼,,1843
3399,娓,,1827
3400,鄒,邹,1818
3401,柚,,1816
3402,荀,,1816
3403,袱,,1816
3404,薰,,1812
3405,襟,,1811
3406,冉,,1806
3407,柬,,1805
3408,鱷,鳄,1805
3409,狩,,1801
3410,隕,陨,1795
3411,虜,虏,1794
3412,苑,,1793
3413,饞,馋,1792
3414,汀,,1790
3415,嚨,咙,1790
3416,廖,,1789
3417,窘,,1787
3418,腋,,1784
3419,磷,,1784
3420,擒,,1779
3421,奎,,1777
3422,犢,犊,1777
3423,茉,,1775
3424,鏢,镖,1768
3425,酋,,1761
3426,褶,,1760
3427,甭,,1758
3428,皓,,1755
3429,嘀,,1739
3430,晏,,1737
3431,跋,,1735
3432,嗣,,1734
3433,桓,,1730
3434,渝,,1727
3435,橢,椭,1724
3436,幟,帜,1723
3437,湛,,1720
3438,萃,,1720
3439,疵,,1716
3440,堤,,1714
3441,梧,,1713
3442,頤,颐,1713
3443,峻,,1710
3444,愜,惬,1707
3445,釜,,1697
3446,繆,缪,1697
3447,簧,,1693
3448,濡,,1692
3449,榻,,1691
3450,鴛,鸳,1683
3451,彷,,1682
3452,孵,,1678
3453,嵐,岚,1677
3454,筍,笋,1677
3455,壕,,1675
3456,剿,,1668
3457,膿,脓,1661
3458,笙,,1659
3459,稠,,1659
3460,垢,,1655
3461,淤,,1654
3462,膳,,1647
3463,鬢,鬓,1647
3464,烊,,1643
3465,拗,,1642
3466,邵,,1641
3467,吏,,1639
3468,徊,,1638
3469,揀,拣,1635
3470,幌,,1633
3471,恬,,1623
3472,檀,,1623
3473,噬,,1615
3474,懿,,1613
3475,敖,,1609
3476,蔭,荫,1607
3477,堯,尧,1599
3478,跆,,1599
3479,遏,,1597
3480,潦,,1595
3481,芋,,1594
3482,桔,,1594
3483,閔,闵,1585
3484,阮,,1583
3485,咐,,1582
3486,寅,,1581
3487,霖,,1581
3488,茸,,1580
3489,苔,,1574
3490,蛻,蜕,1574
3491,咎,,1573
3492,聆,,1572
3493,舶,,1572
3494,矚,瞩,1572
3495,庶,,1569
3496,漾,,1569
3497,懊,,1568
3498,緝,缉,1565
3499,遁,,1563
3500,嘈,,1563
3501,鑲,镶,1561
3502,拭,,1560
3503,皈,,1560
3504,殆,,1559
3505,夭,,1558
3506,阱,,1555
3507,鑼,锣,1553
3508,眸,,1551
3509,柵,栅,1548
3510,蔚,,1548
3511,媲,,1546
3512,瀑,,1544
3513,戮,,1543
3514,禹,,1542
3515,駭,骇,1540
3516,綺,绮,1537
3517,凋,,1534
3518,殉,,1526
3519,冀,,1525
3520,滌,涤,1520
3521,禎,祯,1520
3522,妊,,1514
3523,梟,枭,1514
3524,龔,龚,1509
3525,壹,,1508
3526,畔,,1501
3527,窯,窑,1496
3528,膛,,1496
3529,蟆,,1495
3530,喃,,1494
3531,炙,,1481
3532,筐,,1480
3533,餛,馄,1480
3534,糜,,1477
3535,蕪,芜,1475
3536,祀,,1471
3537,恃,,1466
3538,靦,腼,1466
3539,蠱,蛊,1461
3540,懺,忏,1460
3541,瘟,,1458
3542,絢,绚,1456
3543,沁,,1451
3544,釉,,1446
3545,戛,,1445
3546,腆,,1443
3547,茵,,1440
3548,藕,,1437
3549,伶,,1434
3550,洱,,1434
3551,鉗,钳,1434
3552,骷,,1434
3553,鸚,鹦,1434
3554,纜,缆,1426
3555,沽,,1422
3556,嫻,娴,1422
3557,猖,,1414
3558,宦,,1413
3559,媛,,1410
3560,螢,萤,1409
3561,喳,,1408
3562,羋,芈,1405
3563,腱,,1405
3564,尉,,1401
3565,瓢,,1397
3566,弩,,1396
3567,峨,,1396
3568,鞍,,1392
3569,瞥,,1387
3570,眩,,1386
3571,邂,,1385
3572,嫡,,1384
3573,婿,,1382
3574,曦,,1381
3575,藉,,1380
3576,弛,,1379
3577,汲,,1378
3578,鉑,铂,1378
3579,兀,,1377
3580,氟,,1377
3581,陛,,1375
3582,霹,,1375
3583,粟,,1370
3584,瘩,,1369
3585,轅,辕,1369
3586,琵,,1368
3587,湃,,1358
3588,髦,,1357
3589,檳,槟,1357
3590,睦,,1356
3591,儼,俨,1354
3592,鶯,莺,1350
3593,醞,酝,1348
3594,爍,烁,1347
3595,拈,,1343
3596,拴,,1343
3597,倭,,1342
3598,珀,,1341
3599,琶,,1341
3600,魷,鱿,1340
3601,咦,,1337
3602,謗,谤,1336
3603,穹,,1334
3604,恿,,1332
3605,褐,,1331
3606,稟,禀,1327
3607,喋,,1326
3608,悵,怅,1325
3609,酣,,1325
3610,瓏,珑,1323
3611,逞,,1322
3612,繚,缭,1320
3613,瘍,疡,1317
3614,腑,,1312
3615,嶄,崭,1308
3616,鏘,锵,1304
3617,杞,,1291
3618,淌,,1291
3619,贍,赡,1291
3620,舜,,1288
3621,鴦,鸯,1285
3622,鄂,,1283
3623,呱,,1282
3624,臃,,1281
3625,傀,,1273
3626,礁,,1273
3627,齷,龌,1273
3628,卯,,1270
3629,鎊,镑,1267
3630,骰,,1261
3631,咄,,1260
3632,漬,渍,1259
3633,蹋,,1258
3634,皿,,1256
3635,陡,,1256
3636,酗,,1254
3637,赦,,1253
3638,瘸,,1252
3639,螳,,1250
3640,仄,,1245
3641,甥,,1244
3642,迂,,1243
3643,娥,,1240
3644,俑,,1238
3645,裴,,1237
3646,恪,,1235
3647,熾,炽,1235
3648,荼,,1232
3649,漩,,1232
3650,窪,洼,1228
3651,蒿,,1228
3652,簫,箫,1228
3653,娠,,1226
3654,撬,,1226
3655,槳,桨,1226
3656,溥,,1225
3657,捫,扪,1223
3658,捶,,1223
3659,黍,,1223
3660,戎,,1219
3661,喔,,1218
3662,奄,,1217
3663,姊,,1214
3664,繭,茧,1210
3665,梢,,1209
3666,褂,,1207
3667,迢,,1204
3668,寐,,1202
3669,薔,蔷,1197
3670,垣,,1196
3671,袒,,1190
3672,庵,,1189
3673,菴,庵,1189
3674,瀚,,1188
3675,譏,讥,1188
3676,詔,诏,1187
3677,暨,,1186
3678,沼,,1182
3679,嫵,妩,1182
3680,墟,,1176
3681,枸,,1173
3682,冢,,1172
3683,塚,冢,1172
3684,髏,髅,1169
3685,詣,诣,1161
3686,脯,,1160
3687,惆,,1153
3688,缽,钵,1148
3689,鈞,钧,1148
3690,禾,,1146
3691,噎,,1143
3692,徙,,1141
3693,膺,,1141
3694,篆,,1140
3695,擂,,1138
3696,駒,驹,1136
3697,鎂,镁,1135
3698,迥,,1132
3699,扉,,1126
3700,姍,姗,1122
3701,盎,,1119
3702,茹,,1118
3703,渭,,1116
3704,丕,,1115
3705,炊,,1115
3706,阜,,1113
3707,痣,,1112
3708,鉀,钾,1110
3709,摒,,1109
3710,樟,,1104
3711,綸,纶,1094
3712,瘓,痪,1091
3713,綾,绫,1090
3714,藹,蔼,1086
3715,匕,,1084
3716,痙,痉,1083
3717,鷗,鸥,1081
3718,侏,,1079
3719,羹,,1079
3720,匣,,1073
3721,籬,篱,1071
3722,瞌,,1067
3723,錚,铮,1067
3724,吆,,1065
3725,靂,雳,1065
3726,梓,,1063
3727,矣,,1062
3728,霄,,1062
3729,瑚,,1061
3730,鐮,镰,1060
3731,贓,赃,1059
3732,鋤,锄,1058
3733,帷,,1057
3734,邢,,1054
3735,舵,,1053
3736,戊,,1052
3737,葦,苇,1052
3738,稼,,1051
3739,俐,,1048
3740,蛀,,1040
3741,韶,,1040
3742,蠕,,1039
3743,蜻,,1035
3744,瀆,渎,1035
3745,蹊,,1034
3746,暉,晖,1031
3747,泱,,1026
3748,鵲,鹊,1026
3749,胱,,1025
3750,桀,,1024
3751,紂,纣,1023
3752,隴,陇,1023
3753,誣,诬,1022
3754,羲,,1021
3755,殯,殡,1019
3756,轍,辙,1014
3757,瞰,,1003
3758,莠,,998
3759,碉,,998
3760,碘,,997
3761,鳩,鸠,995
3762,戟,,989
3763,娩,,987
3764,羚,,985
3765,憔,,985
3766,藐,,984
3767,鵡,鹉,982
3768,軼,轶,977
3769,蠔,蚝,976
3770,軋,轧,973
3771,燴,烩,973
3772,贛,赣,972
3773,敝,,970
3774,滇,,967
3775,祺,,964
3776,掖,,960
3777,繽,缤,960
3778,燎,,959
3779,骸,,953
3780,坍,,951
3781,羔,,951
3782,簇,,944
3783,奘,,929
3784,琥,,929
3785,皖,,926
3786,彝,,926
3787,榆,,924
3788,膈,,924
3789,邑,,923
3790,鐺,铛,923
3791,漣,涟,922
3792,掄,抡,919
3793,蔗,,919
3794,蝗,,918
3795,莢,荚,916
3796,蹂,,916
3797,蛆,,915
3798,粱,,915
3799,拮,,914
3800,逅,,914
3801,瞟,,908
3802,鰻,鳗,904
3803,嗇,啬,900
3804,衙,,899
3805,捎,,897
3806,娟,,892
3807,瀨,濑,892
3808,彗,,889
3809,蕃,,888
3810,屹,,887
3811,嘍,喽,887
3812,祠,,886
3813,肱,,884
3814,悸,,883
3815,蚯,,883
3816,瘴,,880
3817,呸,,878
3818,啕,,875
3819,簸,,875
3820,鐲,镯,875
3821,爻,,873
3822,炕,,872
3823,玷,,871
3824,璧,,869
3825,弒,弑,868
3826,垠,,867
3827,曙,,865
3828,遐,,864
3829,軻,轲,863
3830,抿,,861
3831,炬,,861
3832,棣,,859
3833,峙,,857
3834,偕,,855
3835,烽,,855
3836,狽,狈,853
3837,宥,,851
3838,縈,萦,849
3839,茴,,848
3840,裘,,848
3841,叩,,846
3842,札,,845
3843,墾,垦,843
3844,諦,谛,842
3845,韃,鞑,842
3846,顰,颦,842
3847,枇,,840
3848,犁,,839
3849,幢,,836
3850,睽,,833
3851,嚏,,832
3852,馥,,827
3853,醺,,827
3854,唆,,826
3855,躊,踌,825
3856,睞,睐,822
3857,壬,,821
3858,槐,,821
3859,齲,龋,821
3860,驛,驿,816
3861,炳,,814
3862,竺,,813
3863,毗,,812
3864,熨,,812
3865,暹,,812
3866,崢,峥,811
3867,貽,贻,811
3868,鋅,锌,811
3869,簿,,811
3870,裳,,810
3871,皎,,809
3872,賂,赂,809
3873,羌,,806
3874,惘,,805
3875,鼬,,804
3876,齪,龊,804
3877,諂,谄,802
3878,祟,,798
3879,飩,饨,798
3880,吮,,796
3881,胭,,794
3882,猾,,794
3883,儷,俪,794
3884,奚,,791
3885,綏,绥,785
3886,銬,铐,785
3887,餾,馏,785
3888,吠,,784
3889,胥,,784
3890,萱,,784
3891,眺,,783
3892,胤,,782
3893,汐,,780
3894,剽,,778
3895,攆,撵,778
3896,儡,,777
3897,嬴,,776
3898,杷,,774
3899,閏,闰,773
3900,笠,,771
3901,曳,,770
3902,罔,,767
3903,褚,,767
3904,猙,狰,762
3905,諺,谚,759
3906,黝,,755
3907,捻,,754
3908,卉,,752
3909,徨,,752
3910,蜥,,752
3911,柑,,750
3912,遑,,745
3913,菁,,739
3914,痿,,731
3915,錨,锚,731
3916,籟,籁,729
3917,叱,,728
3918,跺,,727
3919,搔,,724
3920,偌,,722
3921,搪,,721
3922,殃,,720
3923,騖,骛,718
3924,餌,饵,717
3925,蝌,,717
3926,榔,,716
3927,褥,,714
3928,躇,,712
3929,亙,亘,710
3930,帚,,708
3931,瘧,疟,708
3932,襖,袄,708
3933,愕,,707
3934,咻,,706
3935,蚓,,702
3936,岐,,701
3937,湮,,699
3938,啄,,698
3939,鞅,,698
3940,惴,,697
3941,瘠,,696
3942,蜓,,695
3943,俾,,694
3944,漳,,693
3945,攙,搀,693
3946,栩,,692
3947,攣,挛,689
3948,鴕,鸵,688
3949,孺,,688
3950,苓,,687
3951,殤,殇,684
3952,蹉,,683
3953,嬤,嬷,682
3954,戌,,678
3955,胛,,678
3956,忿,,677
3957,佰,,676
3958,岌,,675
3959,婁,娄,675
3960,蚤,,672
3961,偎,,672
3962,訥,讷,671
3963,蚌,,670
3964,汾,,669
3965,堰,,668
3966,熹,,667
3967,孚,,665
3968,汞,,665
3969,麾,,664
3970,麓,,664
3971,撻,挞,663
3972,礪,砺,663
3973,諫,谏,662
3974,佯,,660
3975,梔,栀,660
3976,涇,泾,659
3977,鞘,,659
3978,砥,,658
3979,岱,,657
3980,蜈,,657
3981,蹺,跷,657
3982,恣,,653
3983,閡,阂,653
3984,臻,,653
3985,颯,飒,652
3986,岑,,650
3987,騾,骡,650
3988,蕊,,649
3989,簪,,646
3990,炯,,645
3991,糠,,645
3992,黔,,641
3993,蹶,,636
3994,蟒,,635
3995,皰,疱,634
3996,羿,,633
3997,鵑,鹃,631
3998,紉,纫,629
3999,嫦,,628
4000,裊,袅,621
4001,詼,诙,621
4002,簍,篓,619
4003,顎,颚,619
4004,硯,砚,618
4005,磋,,618
4006,擄,掳,614
4007,癩,癞,614
4008,扈,,613
4009,箔,,608
4010,酉,,607
4011,渚,,606
4012,紕,纰,605
4013,臼,,604
4014,瞭,,604
4015,埠,,602
4016,躪,躏,602
4017,廿,,601
4018,渥,,601
4019,睬,,601
4020,鱔,鳝,601
4021,罹,,600
4022,稷,,599
4023,孑,,597
4024,怔,,596
4025,麝,,592
4026,頃,顷,587
4027,榕,,585
4028,覬,觊,583
4029,肴,,582
4030,婢,,579
4031,騁,骋,579
4032,瑛,,577
4033,淞,,575
4034,轂,毂,575
4035,耘,,569
4036,霎,,566
4037,鯽,鲫,566
4038,吒,咤,564
4039,嗟,,561
4040,姣,,560
4041,竣,,558
4042,隅,,558
4043,毓,,558
4044,癸,,554
4045,踵,,551
4046,箴,,545
4047,獰,狞,545
4048,驀,蓦,544
4049,舀,,542
4050,涎,,542
4051,咫,,540
4052,冽,,539
4053,孱,,538
4054,煬,炀,538
4055,峭,,535
4056,榷,,535
4057,魘,魇,535
4058,芻,刍,533
4059,煜,,533
4060,瞠,,532
4061,鼾,,528
4062,逵,,525
4063,裨,,525
4064,杵,,523
4065,窖,,523
4066,豉,,519
4067,啾,,519
4068,餿,馊,518
4069,諄,谆,513
4070,藺,蔺,513
4071,吩,,509
4072,窈,,509
4073,雋,隽,509
4074,螻,蝼,508
4075,苞,,507
4076,晤,,507
4077,緘,缄,504
4078,纂,,504
4079,掣,,501
4080,蚪,,500
4081,剌,,499
4082,叵,,498
4083,夙,,497
4084,玖,,497
4085,塾,,497
4086,踴,踊,497
4087,俚,,496
4088,颶,飓,494
4089,叟,,492
4090,鵪,鹌,492
